Master funds;Средств мастера;Ana fonlar
Method of payment for managing investor accounts.;Способ оплаты за управление счетами инвесторов.;Yat?r?mc? hesaplar?n? y?netmek i?in ?deme y?ntemi.
Min Deposit;Минимальный депозит;Min Depozito
Min deposit;Минимальный депозит;Min depozito
Min deposit and profit value must be numbers;Минимальный депозит и сумма вознаграждения должны быть числами.;Min depozito ve kar de?eri rakamlardan olu?mal?d?r
Minimum deposit amount.;Минимальная сумма для инвестирования.;Minimum para yat?rma miktar?.
Month;Месяц;Ay
Name;Название;?sim Soyisim
Funds needed for publicity;Необходимо средств для публичности;Tan?t?m i?in gerekli fonlar
Accounts deposits are not allowed. You can only {close} this investor account or withdraw funds.;Пополнение счетов запрещено. Вы можете только {close} этот счет инвестора и вывести средства.;Hesap mevduatlar?na izin verilmez. Bu yat?r?mc? hesab?n? yaln?zca {kapatabilir} veya para ?ekebilirsiniz.
"There is not enough money for transaction or you enter a small value in the field ""Amount"" . Minimum sum of transaction for this offer is {value} {currency}.";"Недостаточно средств для перевода, или вы ввели в поле ""Сумма"" маленькое значение. Минимальная сумма перевода для этой оферты {value} {currency}.";"??lem i?in yeterli para yok veya ""Tutar"" alan?na k???k bir de?er giriyorsunuz. Bu teklif i?in minimum i?lem tutar? {value} {currency}."
Not public;Не публична;Halka a??k de?il
There are no account types available. Please choose another account.;Нет доступных типов счетов. Выберите другой счет.;Kullan?labilir hesap t?r? yok. L?tfen ba?ka bir hesap se?in.
Notice of risks;Уведомление о рисках;Risk bildirimi
Now market is closed. You can close your investor account only if market is opened. Please try again later.;В данный момент рынок закрыт. Вы можете закрыть свой счет инвестора, только когда рынок открыт. Попробуйте повторить позже.;?imdi piyasa kapand?. Yat?r?mc? hesab?n?z? ancak piyasa a??lm??sa kapatabilirsiniz. L?tfen daha sonra tekrar deneyiniz.
Now market is closed. You can close your master account only if market is opened. Please try again later.;Сейчас рынок закрыт. Вы можете закрыть мастер счет, только когда рынок открыт. Попробуйте повторить позже.;?imdi piyasa kapand?. Ana hesab?n?z? yaln?zca piyasa a??ksa kapatabilirsiniz. L?tfen daha sonra tekrar deneyiniz.
Now market is closed. You can deposit or withdraw your investor account only if market is opened. Please try again later.;Сейчас рынок закрыт. Вы можете пополнить или вывести средства со счета, только когда рынок открыт. Попробуйте повторить позже.;?imdi piyasa kapand?. Yat?r?mc? hesab?n?z? sadece piyasa a??ld???nda yat?rabilir veya ?ekebilirsiniz. L?tfen daha sonra tekrar deneyiniz.
Now market is closed. You may withdraw your money only if market is opened. Please try again later.;В данный момент рынок закрыт. Вы можете вывести ваши средства, только когда рынок открыт. Попробуйте повторить позже.;?imdi piyasa kapand?. Paran?z? ancak piyasa a??l?rsa ?ekebilirsiniz. L?tfen daha sonra tekrar deneyiniz.
Number;Номер;Numara
Offer edit is denied;Редактирование оферты запрещено;Teklif d?zenleme reddedildi
Offer change;Изменение оферты;Teklif de?i?ikli?i
Offer description;Описание оферты;Teklif a??klamas?
Offer name;Название оферты;Teklif ad?
Offer name and number;Название оферты и номер;Teklif ad? ve numaras?
Transaction type;Тип перевода;??lem tipi
Offer settings;Параметры оферты;Teklif ayarlar?
Offer type;Тип оферты;Teklif tipi
An email with an activation link has been sent to your mailbox {mail}. To complete the registration click a link in the email!;На адрес {mail} отправлено письмо со ссылкой активации. Для завершения регистрации перейдите по ссылке.;Posta kutunuza {mail} aktivasyon ba?lant?s? i?eren bir e-posta g?nderildi. Kayd? tamamlamak i?in e-postadaki bir ba?lant?ya t?klay?n!
An email with an activation link has been sent to your mailbox {mail}.  To complete the deletion of investor account click a link in the email!;На адрес {mail} отправлено письмо подтверждения. Для завершения удаления счета инвестора перейдите по ссылке в письме.;Posta kutunuza {mail} aktivasyon ba?lant?s? i?eren bir e-posta g?nderildi. Yat?r?mc? hesab?n?n silinmesini tamamlamak i?in e-postadaki bir ba?lant?ya t?klay?n!
An email with an activation link has been sent to your mailbox {mail}. To complete the deletion of Master account click a link in the email!;На адрес {mail} отправлено письмо подтверждения. Для завершения удаления мастер-счета перейдите по ссылке в письме.;Posta kutunuza {mail} aktivasyon ba?lant?s? i?eren bir e-posta g?nderildi. Ana hesab?n silinmesini tamamlamak i?in e-postadaki bir ba?lant?ya t?klay?n!
An email with password from your Master account has been sent to your mailbox {mail}.;На адрес {mail} отправлено письмо с паролем от вашего мастер счета.;Ana hesab?n?zdan ?ifreli bir e-posta posta kutunuza {mail} g?nderildi.
Open date;Дата открытия;A??k tarih
Page is not found;Страница не найдена;Sayfa bulunamad?
Payed;;?dendi
Percent must be in interval from 0 to 100;Процент должен быть в интервале от 0 до 100;Y?zde, 0 ile 100 aras?nda olmal?d?r
Percent;Процент;Y?zde
Transactions are denied;Переводы запрещены;??lemler reddedildi
Profit interest;Процент с прибыли;Kar faizi
Investor accounts opening permission;Разрешение пополнения и создания инвест счетов;Yat?r?mc? hesab? a?ma izni
Please check «{field}» field format;Пожалуйста проверьте «{field}» формат поля;L?tfen «{alan}» alan bi?imini kontrol edin
Popularity;Популярность;Pop?lerlik
Ability to create and deposit the investor accounts for this offer.;Возможность создания и пополнения инвесторских счетов для данной оферты.;Bu teklif i?in yat?r?mc? hesaplar? olu?turma ve yat?rma yetene?i.
Close price;Цена закрытия;Kapan?? fiyat?
Currency of transaction;Валюта перевода;??lemin para birimi
Open price;Цена открытия;A??k fiyat
Profit;Прибыль;Kar
Not enough money for transaction. You need minimum {value} {currency} with subscription.;Недостаточно средств для перевода. Вам необходимо минимум {value} {currency} с учетом абонентской платы.;??lem i?in yeterli para yok. Abonelikle minimum {de?er} {para birimi} gerekir.
You have opened positions. You can not edit offer condition. Please close it and try again.;Вы не можете изменять условия оферты, пока у вас есть открытые позиции. Пожалуйста, закройте их и повторите еще раз.;Pozisyon a?t?n?z. Teklif ko?ulunu d?zenleyemezsiniz. L?tfen kapat?n ve tekrar deneyin.
